url,has_section,has_data,error
https://fyers.co.in/stocks/zenith-fibres-ltd,True,True,
https://fyers.co.in/stocks/sanrhea-technical-textiles-ltd,True,True,
https://fyers.co.in/stocks/raghuvir-synthetics-ltd,True,True,
https://fyers.co.in/stocks/kamadgiri-fashion-ltd,True,True,
https://fyers.co.in/stocks/bhilwara-spinners-ltd,True,True,
https://fyers.co.in/stocks/omnitex-industries-india-ltd,True,True,
https://fyers.co.in/stocks/vippy-spinpro-ltd,True,True,
https://fyers.co.in/stocks/patspin-india-ltd,True,True,
https://fyers.co.in/stocks/oxford-industries-ltd,True,True,
https://fyers.co.in/stocks/neo-infracon-ltd,True,True,
https://fyers.co.in/stocks/everlon-financials-ltd,True,True,
https://fyers.co.in/stocks/garware-synthetics-ltd,True,True,
https://fyers.co.in/stocks/eco-hotels-and-resorts-ltd,True,True,
https://fyers.co.in/stocks/yarn-syndicate-ltd,True,True,
https://fyers.co.in/stocks/k-r-rail-engineering-ltd,True,True,
https://fyers.co.in/stocks/oswal-yarns-ltd,False,False,404 Client Error: Not Found for url: https://fyers.co.in/stocks/oswal-yarns-ltd
https://fyers.co.in/stocks/gujarat-cotex-ltd,True,True,
https://fyers.co.in/stocks/modern-insulators-ltd,False,False,502 Server Error: Bad Gateway for url: https://fyers.co.in/stocks/modern-insulators-ltd
https://fyers.co.in/stocks/blue-pearl-agriventures-ltd,True,True,
https://fyers.co.in/stocks/sri-kpr-industries-ltd,True,True,
https://fyers.co.in/stocks/jyoti-resins-adhesives-ltd,True,True,
https://fyers.co.in/stocks/southern-latex-ltd,True,True,
https://fyers.co.in/stocks/winsome-textile-industries-ltd,True,True,
https://fyers.co.in/stocks/restile-ceramics-ltd,True,True,
https://fyers.co.in/stocks/duroply-industries-ltd,True,True,
https://fyers.co.in/stocks/madhusudan-industries-ltd,True,True,
https://fyers.co.in/stocks/tahmar-enterprises-ltd,True,True,
https://fyers.co.in/stocks/agio-paper-industries-ltd,True,True,
https://fyers.co.in/stocks/jumbo-bag-ltd,True,True,
https://fyers.co.in/stocks/ventura-textiles-ltd,True,True,
https://fyers.co.in/stocks/aplab-ltd,False,False,404 Client Error: Not Found for url: https://fyers.co.in/stocks/aplab-ltd
https://fyers.co.in/stocks/sangal-papers-ltd,True,True,
https://fyers.co.in/stocks/family-care-hospitals-ltd,True,True,
https://fyers.co.in/stocks/ind-agiv-commerce-ltd,True,True,
https://fyers.co.in/stocks/south-india-paper-mills-ltd,True,True,
https://fyers.co.in/stocks/shree-karthik-papers-ltd,True,True,
https://fyers.co.in/stocks/jetking-infotrain-ltd,True,True,
https://fyers.co.in/stocks/pervasive-commodities-ltd,True,True,
https://fyers.co.in/stocks/edvenswa-enterprises-ltd,True,True,
https://fyers.co.in/stocks/pcs-technology-ltd,True,True,
https://fyers.co.in/stocks/spel-semiconductor-ltd,True,True,
https://fyers.co.in/stocks/switching-technologies-gunther-ltd,True,True,
https://fyers.co.in/stocks/cmi-ltd,False,False,404 Client Error: Not Found for url: https://fyers.co.in/stocks/cmi-ltd
https://fyers.co.in/stocks/dynavision-ltd,True,True,
https://fyers.co.in/stocks/calcom-vision-ltd,True,True,
https://fyers.co.in/stocks/bcc-fuba-india-ltd,True,True,
https://fyers.co.in/stocks/fine-line-circuits-ltd,True,True,
https://fyers.co.in/stocks/gujarat-poly-electronics-ltd,True,True,
https://fyers.co.in/stocks/precision-electronics-ltd,True,True,
https://fyers.co.in/stocks/incap-ltd,True,True,
https://fyers.co.in/stocks/aci-infocom-ltd,True,True,
https://fyers.co.in/stocks/sbec-systems-india-ltd,True,True,
https://fyers.co.in/stocks/integra-switchgear-ltd,False,False,404 Client Error: Not Found for url: https://fyers.co.in/stocks/integra-switchgear-ltd
https://fyers.co.in/stocks/pan-electronics-india-ltd,True,True,
https://fyers.co.in/stocks/gujarat-intrux-ltd,True,True,
https://fyers.co.in/stocks/vxl-instruments-ltd,True,True,
https://fyers.co.in/stocks/lee-nee-softwares-exports-ltd,True,True,
https://fyers.co.in/stocks/patels-airtemp-india-ltd,True,True,
https://fyers.co.in/stocks/athena-global-technologies-ltd,True,True,
https://fyers.co.in/stocks/magna-electro-castings-ltd,True,True,
https://fyers.co.in/stocks/dutron-polymers-ltd,True,True,
https://fyers.co.in/stocks/elnet-technologies-ltd,True,True,
https://fyers.co.in/stocks/accel-ltd,True,True,
https://fyers.co.in/stocks/d-h-india-ltd,True,True,
https://fyers.co.in/stocks/sarup-industries-ltd,True,True,
https://fyers.co.in/stocks/hindustan-adhesives-ltd,True,True,
https://fyers.co.in/stocks/alfa-transformers-ltd,True,True,
https://fyers.co.in/stocks/saint-gobain-sekurit-india-ltd,True,True,
https://fyers.co.in/stocks/chambal-fertilisers-and-chemicals-ltd,True,True,
https://fyers.co.in/stocks/bombay-dyeing-and-manufacturing-company-ltd,True,True,
https://fyers.co.in/stocks/cg-power-and-industrial-solutions-ltd,True,True,
https://fyers.co.in/stocks/krishna-filament-industries-ltd,True,True,
https://fyers.co.in/stocks/panyam-cements-mineral-indus,True,True,
https://fyers.co.in/stocks/dalmia-bharat-sugar-and-industries-ltd,True,True,
https://fyers.co.in/stocks/hindustan-petroleum-corporation-ltd,True,True,
https://fyers.co.in/stocks/modern-threads-india-ltd,True,True,
https://fyers.co.in/stocks/golden-tobacco-ltd,True,True,
https://fyers.co.in/stocks/gujarat-lease-financing-ltd,True,True,
https://fyers.co.in/stocks/tokyo-plast-intl-ltd,True,True,
https://fyers.co.in/stocks/mangalore-refinery-and-petrochemicals-ltd,True,True,
https://fyers.co.in/stocks/himadri-speciality-chemical-ltd,True,True,
https://fyers.co.in/stocks/reliance-industrial-infrastructure-ltd,True,True,
https://fyers.co.in/stocks/spv-global-trading-ltd,True,True,
https://fyers.co.in/stocks/tivoli-construction-ltd,True,True,
https://fyers.co.in/stocks/manali-petrochemicals-ltd,True,True,
https://fyers.co.in/stocks/shree-krishna-paper-mills-industries-ltd,True,True,
https://fyers.co.in/stocks/oil-natural-gas-corporation-ltd,True,True,
https://fyers.co.in/stocks/pasupati-acrylon-ltd,True,True,
https://fyers.co.in/stocks/kore-foods-ltd,True,True,
https://fyers.co.in/stocks/hindustan-organic-chemicals-ltd,True,True,
